"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id"
"Riverside Line","Riv-MTWTF-20181008","295800462-20181008","Riverside - Downtown","404","0"
"Riverside Line","Riv-MTWTF-20181008","295800463-20181008","Riverside - Downtown","406","0"
"Riverside Line","Riv-MTWTF-20181008","295800464-20181008","Riverside - Downtown","408","0"
"Riverside Line","Riv-MTWTF-20181008","295800465-20181008","Riverside - Downtown","410","0"
"Riverside Line","Riv-MTWTF-20181008","295800466-20181008","Riverside - Downtown","412","0"
"91 Line","91PV-MTWTF-20181008","295900043-20181008","L.A. Union Station","701","1"
"91 Line","91PV-MTWTF-20181008","295900046-20181008","L.A. Union Station","703","1"
"91 Line","91PV-MTWTF-20181008","295900055-20181008","L.A. Union Station","705","1"
"91 Line","91PV-MTWTF-20181008","295900061-20181008","L.A. Union Station","707","1"
"91 Line","91PV-SaSu-20181008","295900751-20181008","L.A. Union Station","751","1"
"91 Line","91PV-SaSu-20181008","295900753-20181008","L.A. Union Station","753","1"
"91 Line","91PV-MTWTF-20181008","296000081-20181008","Riverside - Downtown","700","0"
"91 Line","91PV-MTWTF-20181008","296000083-20181008","Perris - South","702","0"
"91 Line","91PV-MTWTF-20181008","296000091-20181008","Perris - South","704","0"
"91 Line","91PV-MTWTF-20181008","296000097-20181008","Perris - South","706","0"
"91 Line","91PV-MTWTF-20181008","296000100-20181008","Riverside - Downtown","708","0"
"91 Line","91PV-SaSu-20181008","296000752-20181008","Riverside - Downtown","752","0"
"91 Line","91PV-SaSu-20181008","296000754-20181008","Riverside - Downtown","754","0"
"Orange County Line","OCL-MTWTF-20181008","296100041-20181008","L.A. Union Station","681","1"
"Orange County Line","OCL-MTWTF-20181008","296100042-20181008","L.A. Union Station","601","1"
"Orange County Line","OCL-MTWTF-20181008","296100044-20181008","L.A. Union Station","603","1"
"Orange County Line","OCL-MTWTF-20181008","296100045-20181008","L.A. Union Station","605","1"
"Orange County Line","OCL-MTWTF-20181008","296100047-20181008","L.A. Union Station","683","1"
"Orange County Line","OCL-MTWTF-20181008","296100048-20181008","L.A. Union Station","607","1"
"Orange County Line","OCL-MTWTF-20181008","296100049-20181008","L.A. Union Station","685","1"
"Orange County Line","OCL-MTWTF-20181008","296100051-20181008","L.A. Union Station","687","1"
"Orange County Line","OCL-MTWTF-20181008","296100057-20181008","L.A. Union Station","609","1"
"Orange County Line","OCL-MTWTF-20181008","296100059-20181008","L.A. Union Station","689","1"
"Orange County Line","OCL-MTWTF-20181008","296101041-20181008","Fullerton","641","1"
"Orange County Line","OCL-MTWTF-20181008","296101042-20181008","Fullerton","643","1"
"Orange County Line","OCL-MTWTF-20181008","296101043-20181008","Fullerton","645","1"
"Orange County Line","OCL-MTWTF-20181008","296200086-20181008","Laguna Niguel / Mission Viejo","682","0"
"Orange County Line","OCL-MTWTF-20181008","296200088-20181008","Oceanside","600","0"
"Orange County Line","OCL-MTWTF-20181008","296200093-20181008","Laguna Niguel / Mission Viejo","684","0"
"Orange County Line","OCL-MTWTF-20181008","296200094-20181008","Oceanside","602","0"
"Orange County Line","OCL-MTWTF-20181008","296200096-20181008","Irvine","686","0"
"Orange County Line","OCL-MTWTF-20181008","296200098-20181008","Oceanside","604","0"
"Orange County Line","OCL-MTWTF-20181008","296200099-20181008","Laguna Niguel / Mission Viejo","688","0"
"Orange County Line","OCL-MTWTF-20181008","296200101-20181008","Oceanside","606","0"
"Orange County Line","OCL-MTWTF-20181008","296200102-20181008","Oceanside","608","0"
"Orange County Line","OCL-MTWTF-20181008","296201044-20181008","Laguna Niguel / Mission Viejo","640","0"
"Orange County Line","OCL-MTWTF-20181008","296201045-20181008","Laguna Niguel / Mission Viejo","642","0"
"Orange County Line","OCL-MTWTF-20181008","296201046-20181008","Oceanside","644","0"
"Orange County Line","OCL-SaSu-20181008","296300901-20181008","L.A. Union Station","661","1"
"Orange County Line","OCL-SaSu-20181008","296300922-20181008","L.A. Union Station","665","1"
"Orange County Line","OCL-SaSu-20181008","296400921-20181008","Oceanside","662","0"
"Orange County Line","OCL-SaSu-20181008","296400923-20181008","Oceanside","664","0"
"Inland Emp.-Orange Co. Line","IEOC-MTWTF-20181008","296500082-20181008","Oceanside","803","0"
"Inland Emp.-Orange Co. Line","IEOC-MTWTF-20181008","296500084-20181008","Irvine","805","0"
"Inland Emp.-Orange Co. Line","IEOC-MTWTF-20181008","296500085-20181008","Laguna Niguel / Mission Viejo","807","0"
"Inland Emp.-Orange Co. Line","IEOC-MTWTF-20181008","296500087-20181008","Laguna Niguel / Mission Viejo","809","0"
"Inland Emp.-Orange Co. Line","IEOC-MTWTF-20181008","296500090-20181008","Laguna Niguel / Mission Viejo","811","0"
"Inland Emp.-Orange Co. Line","IEOC-MTWTF-20181008","296500095-20181008","Laguna Niguel / Mission Viejo","813","0"
"Inland Emp.-Orange Co. Line","IEOC-MTWTF-20181008","296600054-20181008","San Bernardino - Downtown","802","1"
"Inland Emp.-Orange Co. Line","IEOC-MTWTF-20181008","296600056-20181008","Riverside - Downtown","804","1"
"Inland Emp.-Orange Co. Line","IEOC-MTWTF-20181008","296600058-20181008","Riverside - Downtown","806","1"
"Inland Emp.-Orange Co. Line","IEOC-MTWTF-20181008","296600060-20181008","San Bernardino - Downtown","808","1"
"Inland Emp.-Orange Co. Line","IEOC-MTWTF-20181008","296600062-20181008","San Bernardino - Downtown","810","1"
"Inland Emp.-Orange Co. Line","IEOC-SaSu-20181008","296700425-20181008","Oceanside","859","0"
"Inland Emp.-Orange Co. Line","IEOC-SaSu-20181008","296800429-20181008","San Bernardino - Downtown","860","1"
"Orange County Line","OCL-MTWTF-20181008","296800430-20181008","Laguna Niguel / Mission Viejo","632","0"
"Orange County Line","OCL-MTWTF-20181008","296800431-20181008","Laguna Niguel / Mission Viejo","634","0"
"Orange County Line","OCL-SaSu-20181008","296800432-20181008","Oceanside","660","0"
"Orange County Line","OCL-SaSu-20181008","296800433-20181008","Oceanside","666","0"
"Orange County Line","OCL-MTWTF-20181008","296800434-20181008","Fullerton","633","1"
"Orange County Line","OCL-MTWTF-20181008","296800435-20181008","Fullerton","635","1"
"Orange County Line","OCL-SaSu-20181008","296800436-20181008","L.A. Union Station","663","1"
"Orange County Line","OCL-SaSu-20181008","296800437-20181008","L.A. Union Station","667","1"
"Inland Emp.-Orange Co. Line","IEOC-SaSu-20181008","296800439-20181008","Oceanside","857","0"
"Inland Emp.-Orange Co. Line","IEOC-MTWTF-20181008","296800440-20181008","San Bernardino - Downtown","812","1"
"Inland Emp.-Orange Co. Line","IEOC-SaSu-20181008","296800441-20181008","San Bernardino - Downtown","858","1"
"Inland Emp.-Orange Co. Line","IEOC-MTWTF-20181008","296800442-20181008","Riverside - Downtown","800","1"
"91 Line","91PV-MTWTF-20181008","296800443-20181008","Riverside - Downtown","731","1"
"91 Line","91PV-MTWTF-20181008","296800444-20181008","Riverside - Downtown","733","1"
"91 Line","91PV-MTWTF-20181008","296800445-20181008","Riverside - Downtown","735","1"
"91 Line","91PV-MTWTF-20181008","296800446-20181008","Perris - South","732","0"
"91 Line","91PV-MTWTF-20181008","296800447-20181008","Perris - South","734","0"
"91 Line","91PV-MTWTF-20181008","296800448-20181008","Perris - South","736","0"
"Antelope Valley Line","AVL-MTWTF-20190408","100000001-20190408","Newhall","Bus-2","1"
"Antelope Valley Line","AVL-MTWTF-20190408","100000002-20190408","Newhall","Bus-1","1"
"Antelope Valley Line","AVL-MTWTF-20190408","100000003-20190408","Newhall","Bus-3","1"
"Antelope Valley Line","AVL-MTWTF-20190408","100000004-20190408","Newhall","Bus-4","1"
"Antelope Valley Line","AVL-MTWTF-20190408","100000005-20190408","Palmdale","Bus-5","0"
"Antelope Valley Line","AVL-MTWTF-20190408","100000007-20190408","Palmdale","Bus-7","0"
"Antelope Valley Line","AVL-MTWTF-20190408","100000008-20190408","Palmdale","Bus-8","0"
"Antelope Valley Line","AVL-MTWTF-20190408","100000009-20190408","Palmdale","Bus-9","0"
"Antelope Valley Line","AVL-MTWTF-20190408","100000010-20190408","Newhall","Bus-10","1"
"Antelope Valley Line","AVL-MTWTF-20190408","200000023-20190408","L.A. Union Station","224","1"
"Antelope Valley Line","AVL-MTWTF-20190408","200000024-20190408","Lancaster","225","0"
"Antelope Valley Line","AVL-MTWTF-20190408","200000025-20190408","L.A. Union Station","226","1"
"Antelope Valley Line","AVL-MTWTF-20190408","200000026-20190408","Lancaster","227","0"
"San Bernardino Line","SBL-MTWTF-20190408","200000027-20190408","San Bernardino - Downtown","306","0"
"San Bernardino Line","SBL-MTWTF-20190408","200000028-20190408","L.A. Union Station","323","1"
"Inland Emp.-Orange Co. Line","IEOC-MTWTF-20190408","200000029-20190408","Riverside - Downtown","814","1"
"Inland Emp.-Orange Co. Line","IEOC-MTWTF-20190408","200000030-20190408","Oceanside","815","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000001-20190408","LAX","Bus-1","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000002-20190408","LAX","Bus-2","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000003-20190408","LAX","Bus-3","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000004-20190408","LAX","Bus-4","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000005-20190408","LAX","Bus-5","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000006-20190408","LAX","Bus-6","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000007-20190408","LAX","Bus-7","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000008-20190408","LAX","Bus-8","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000009-20190408","LAX","Bus-9","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000010-20190408","LAX","Bus-10","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000011-20190408","LAX","Bus-11","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000012-20190408","LAX","Bus-12","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000013-20190408","LAX","Bus-13","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000014-20190408","LAX","Bus-14","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000015-20190408","LAX","Bus-15","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000016-20190408","LAX","Bus-16","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000017-20190408","LAX","Bus-17","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000018-20190408","LAX","Bus-18","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000019-20190408","LAX","Bus-19","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000020-20190408","LAX","Bus-20","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000021-20190408","LAX","Bus-21","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000022-20190408","LAX","Bus-22","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000023-20190408","LAX","Bus-23","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000024-20190408","LAX","Bus-24","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000025-20190408","LAX","Bus-25","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000026-20190408","LAX","Bus-26","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000027-20190408","LAX","Bus-27","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000028-20190408","LAX","Bus-28","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000029-20190408","LAX","Bus-29","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000030-20190408","LAX","Bus-30","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000031-20190408","LAX","Bus-31","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000032-20190408","LAX","Bus-32","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000033-20190408","LAX","Bus-33","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000034-20190408","LAX","Bus-34","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000035-20190408","LAX","Bus-35","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000036-20190408","LAX","Bus-36","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000037-20190408","LAX","Bus-37","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000038-20190408","LAX","Bus-38","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000039-20190408","LAX","Bus-39","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000040-20190408","LAX","Bus-40","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000041-20190408","LAX","Bus-41","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000042-20190408","LAX","Bus-42","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000043-20190408","LAX","Bus-43","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000044-20190408","LAX","Bus-44","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000045-20190408","LAX","Bus-45","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000046-20190408","LAX","Bus-46","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000047-20190408","LAX","Bus-47","0"
"LAX FlyAway Bus","LAXFA-MTWTF-20190408","210000048-20190408","LAX","Bus-48","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000049-20190408","LAX","Bus-49","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000050-20190408","LAX","Bus-50","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000051-20190408","LAX","Bus-51","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000052-20190408","LAX","Bus-52","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000053-20190408","LAX","Bus-53","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000054-20190408","LAX","Bus-54","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000055-20190408","LAX","Bus-55","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000056-20190408","LAX","Bus-56","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000057-20190408","LAX","Bus-57","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000058-20190408","LAX","Bus-58","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000059-20190408","LAX","Bus-59","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000060-20190408","LAX","Bus-60","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000061-20190408","LAX","Bus-61","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000062-20190408","LAX","Bus-62","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000063-20190408","LAX","Bus-63","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000064-20190408","LAX","Bus-64","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000065-20190408","LAX","Bus-65","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000066-20190408","LAX","Bus-66","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000067-20190408","LAX","Bus-67","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000068-20190408","LAX","Bus-68","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000069-20190408","LAX","Bus-69","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000070-20190408","LAX","Bus-70","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000071-20190408","LAX","Bus-71","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000072-20190408","LAX","Bus-72","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000073-20190408","LAX","Bus-73","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000074-20190408","LAX","Bus-74","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000075-20190408","LAX","Bus-75","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000076-20190408","LAX","Bus-76","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000077-20190408","LAX","Bus-77","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000078-20190408","LAX","Bus-78","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000079-20190408","LAX","Bus-79","0"
"LAX FlyAway Bus","LAXFA-SaSu-20190408","210000080-20190408","LAX","Bus-80","0"
